name,sourceJsonPath,description,longDescription,categories,relatedBlocks,includeInWebDocumentation,part_1_name,part_1_description,part_1_type,part_2_name,part_2_description,part_2_type,part_3_name,part_3_description,part_3_type,part_4_name,part_4_description,part_4_type,part_5_name,part_5_description,part_5_type,part_6_name,part_6_description,part_6_type,part_7_name,part_7_description,part_7_type,part_8_name,part_8_description,part_8_type,part_9_name,part_9_description,part_9_type,part_10_name,part_10_description,part_10_type,part_11_name,part_11_description,part_11_type,part_12_name,part_12_description,part_12_type,part_13_name,part_13_description,part_13_type,part_14_name,part_14_description,part_14_type,part_15_name,part_15_description,part_15_type,part_16_name,part_16_description,part_16_type,part_17_name,part_17_description,part_17_type,part_18_name,part_18_description,part_18_type,part_19_name,part_19_description,part_19_type,part_20_name,part_20_description,part_20_type,part_21_name,part_21_description,part_21_type,part_22_name,part_22_description,part_22_type,part_23_name,part_23_description,part_23_type,part_24_name,part_24_description,part_24_type,part_25_name,part_25_description,part_25_type
thruster,../NewPatch/Assets/Blocks\thruster\thruster.json,Will propel the device it's attached to. Activated using a jolt input.,,"[""Motion/Physics""]",[],False,Thrust power,Thrust power in newtown. Can be used as an impulse if set via the inspector.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timecontrol,../NewPatch/Assets/Blocks\timecontrol\timecontrol.json,Pause / Resume / speed up tempo affecting phasors.,,"[""Experimental""]",[],True,Grab sphere VR,,,Back_Button_,,,Pause_Button_,,,Skip_Button_Left,,,Skip_Button_Right,,,Forward_Button_ End,,,tempo_knob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toggle,../NewPatch/Assets/Blocks\toggle\toggle.json,"Set and send state as on or off, with indicator.",,"[""Experimental""]",[],True,TOGGLE_state_indicator,,,EventReciver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toggleboard,../NewPatch/Assets/Blocks\toggleboard\toggleboard.json,"Editable, resizable array of toggles.",,"[""Logic/Sequencing""]",[],True,s_IN_rows_0,Stream input - number of rows,,s_IN_columns_1,Stream input - number of columns,,resize,Resize,,OUT,Out,,WRITE,Write,,btn_dbug,,,toggleboard_piece(Clone),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toggleboardcmd,../NewPatch/Assets/Blocks\toggleboardcmd\toggleboardcmd.json,Editable array of toggle buttons.,,[],[],True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toggle_jolt,../NewPatch/Assets/Blocks\toggle_jolt\toggle_jolt.json,A switch that can be toggled on and off.,,"[""Interfaces/Tap""]",[],False,Output,Emits a jolt when toggled or an event is received. Sends a value of 1 is the toggle is on and 0 if it's off.,jolt output,Toggle,Send a jolt of any value to switch the toggle from on to off and vice versa.,jolt input,Set state,Send a jolt with value 1 to turn the toggle on and 0 to turn it off.,jolt input,Toggle switch,Press the trigger button on your controller to toggle the on/off state.,interactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
touchscreen,../NewPatch/Assets/Blocks\TouchScreen\TouchScreen.json,,,"[""Interfaces/Special""]",[],False,Quad,,,ResizeDrag,,,ChangeCount,,,knob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to_db,../NewPatch/Assets/Blocks\to_db\to_db.json,Converts from amplitude to dB,,"[""Audio/Converters""]","[""from_db""]",True,s_IN_0, a,,Input,Amplitude value which will be converted to dB.,stream input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trail_pencil,../NewPatch/Assets/Blocks\trail_pencil\trail_pencil.json,,,"[""Visuals/Design""]",[],True,Width,,,Trail Life Time,,,Hue,,,Saturation,,,Brightness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transport_control,../NewPatch/Assets/Blocks\transport_control\transport_control.json,,,"[""Experimental""]",[],False,PlayButton,,,StopButton,,,RecordButton,,,GoToBeginningButton,,,SkipBackwardsButton,,,SkipForwardsButton,,,GoToEndButton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangles_01,../NewPatch/Assets/Blocks\triangles_01\triangles_01.json,,,"[""Props""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangles_02,../NewPatch/Assets/Blocks\triangles_02\triangles_02.json,,,"[""Props""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trigger_box,../NewPatch/Assets/Blocks\trigger_box\trigger_box.json,A resizable trigger box which can detect if a player is inside. Can also be used to attached player to a vehicle's cockpit/seat.,,"[""Interfaces/Special""]",[],True,Player inside,Emits the number of players inside the box.,jolt output,Resize handle,Grab and move to resize the trigger area.,interactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tutorial,../NewPatch/Assets/Blocks\Tutorial\Tutorial.json,,,[],[],False,Cube,,,previous,,,next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tutorial_Duck,../NewPatch/Assets/Blocks\Tutorial_Duck\Tutorial_Duck.json,,,[],[],False,Cube,,,previous,,,next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tutorial_EP1_07,../NewPatch/Assets/Blocks\Tutorial_EP1_07\Tutorial_EP1_07.json,,,[],[],False,Cube,,,previous,,,next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tutorial_EP1_09,../NewPatch/Assets/Blocks\Tutorial_EP1_09\Tutorial_EP1_09.json,,,[],[],False,Cube,,,previous,,,next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tutorial_EP1_10,../NewPatch/Assets/Blocks\Tutorial_EP1_10\Tutorial_EP1_10.json,,,[],[],False,Cube,,,previous,,,next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tutorial_EP1_11,../NewPatch/Assets/Blocks\Tutorial_EP1_11\Tutorial_EP1_11.json,,,[],[],False,Cube,,,previous,,,next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tutorial_image,../NewPatch/Assets/Blocks\tutorial_image\tutorial_image.json,,,[],[],False,MuX_ImgCorner_Msh,,,GameObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tutorial_Saber,../NewPatch/Assets/Blocks\Tutorial_Saber\Tutorial_Saber.json,,,[],[],False,Cube,,,previous,,,next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tutorial_Start,../NewPatch/Assets/Blocks\Tutorial_Start\Tutorial_Start.json,,,[],[],False,Cube,,,previous,,,next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
txt,../NewPatch/Assets/Blocks\txt\txt.json,Let you place floating text.,,"[""Visuals/Design""]",[],True,Text input,Click to edit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uknob,../NewPatch/Assets/Blocks\uknob\uknob.json,"a unit knob t

u unit:  0  to 1 ",,"[""Experimental""]",[],True,knobBody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
users_online,../NewPatch/Assets/Blocks\users_online\users_online.json,Displays online users. Let you invite them to your multiplayer session.,,"[""Player""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uton,../NewPatch/Assets/Blocks\uton\uton.json,"Converts a unit to normal

u unit:       0  to 1 
n: normal -1 to 1
r: range : any range",,"[""Deprecated""]",[],True,s_IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
utor,../NewPatch/Assets/Blocks\utor\utor.json,"Converts a unit range to any set {A to B} range. Example: use a slider that goes from 0 to 1, connect it to the top part of the utor and then use the other two inptus to set output range.


u (unit): 0 to 1 
n (normal): -1 to 1
r (range): any range",,"[""Deprecated""]","[""rtou"", ""map"", ""clamp""]",True,Top:," get a signal to drive the conversion ",,left:, top,,Input,Value to be mapped.,stream input,A,Output range lower value.,stream input,B,Output range upper value.,stream input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
value,../NewPatch/Assets/Blocks\value\value.json,"A button that emits a number value. Hit the sphere, or send a Jolt to the input to emit a value. Set the value that will be emitted by adjusting the number with the trigger button.",,"[""Interfaces/Tap""]","[""button"", ""get"", ""slider"", ""knob""]",True,,,,Trigger,Triggers the output to emit the set number value.,jolt input,Output,Emits the set value when triggered.,jolt output,Value,Sets the value that will be emitted (without triggering the output).,interactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vel,../NewPatch/Assets/Blocks\vel\vel.json,Outputs the difference (delta) between the current and the previous sample value.,,"[""Logic/Timing""]",[],True,Signal input,Signal to be analyzed.,stream input,Grab sphere VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_brain,../NewPatch/Assets/Blocks\venue_brain\venue_brain.json,"Background for the environment 

write in the console:

spawn venue_brain",,"[""Unclassified""]",[],True,VR Grab Handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_dream_sky,../NewPatch/Assets/Blocks\venue_dream_sky\venue_dream_sky.json,,,"[""Sky""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_hole,../NewPatch/Assets/Blocks\venue_hole\venue_hole.json,,,"[""Sky""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_lightsaber,../NewPatch/Assets/Blocks\venue_lightsaber\venue_lightsaber.json,"Background for the environment 

write in the console:

spawn venue_lightsaber",,"[""Sky""]",[],True,VR Grab Handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_mountains,../NewPatch/Assets/Blocks\venue_mountains\venue_mountains.json,"Background for the environment 

write in the console:

spawn bg_mountains",,"[""Sky""]",[],True,VR Grab Handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_nebula,../NewPatch/Assets/Blocks\venue_nebula\venue_nebula.json,,,"[""Sky""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_ozelot,../NewPatch/Assets/Blocks\venue_ozelot\venue_ozelot.json,"Background for the environment 

write in the console:

spawn venue_ozelot",,"[""Sky""]",[],True,VR Grab Handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_sky_april,../NewPatch/Assets/Blocks\Venue_Sky_April\Venue_Sky_April.json,,,"[""Sky""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_sky_bubble,../NewPatch/Assets/Blocks\venue_sky_bubble\venue_sky_bubble.json,,,"[""Sky""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_sky_bw,../NewPatch/Assets/Blocks\Venue_Sky_BW\Venue_Sky_BW.json,,,"[""Sky""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_sky_festival,../NewPatch/Assets/Blocks\venue_Sky_Festival\venue_Sky_Festival.json,,,"[""Sky""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_sky_goo,../NewPatch/Assets/Blocks\venue_sky_goo\venue_sky_goo.json,,,"[""Sky""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_sky_horseshoe,../NewPatch/Assets/Blocks\venue_Sky_Horseshoe\venue_Sky_Horseshoe.json,,,"[""Sky""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_sky_ice_crystals,../NewPatch/Assets/Blocks\venue_sky_ice_crystals\venue_sky_ice_crystals.json,,,"[""Sky""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_sky_queen,../NewPatch/Assets/Blocks\Venue_Sky_Queen\Venue_Sky_Queen.json,,,[],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_sky_space,../NewPatch/Assets/Blocks\venue_sky_space\venue_sky_space.json,,,"[""Sky""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_sky_stars,../NewPatch/Assets/Blocks\Venue_Sky_Stars\Venue_Sky_Stars.json,,,"[""Sky""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_spacestation,../NewPatch/Assets/Blocks\venue_spacestation\venue_spacestation.json,"Background for the environment 

write in the console:

spawn bg_spacestation",,"[""Sky""]",[],True,VR Grab Handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_underwater,../NewPatch/Assets/Blocks\venue_underwater\venue_underwater.json,"Background for the environment 

write in the console:

spawn venue_underwater",,"[""Sky""]",[],True,VR Grab Handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_vision_sky,../NewPatch/Assets/Blocks\venue_vision_sky\venue_vision_sky.json,,,"[""Sky""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venue_wireframe,../NewPatch/Assets/Blocks\venue_wireframe\venue_wireframe.json,,,"[""Terrains""]",[],True,VR Grab Handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vfx,../NewPatch/Assets/Blocks\vfx\vfx.json,"Set of different FX like plasma, flare, beam. You can change it with the inspector.",,"[""Visuals/Lights""]",[],False,vfx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
videoclip,../NewPatch/Assets/Blocks\videoclip\videoclip.json,Play a video.,,"[""Visuals/Media""]",[],False,Resize handle,,,Grab,,,Grab,,,Rewind,Returns to the start of the video.,,Pause,Freezes the video.,,Seek,Seek a specific moment of the video.,,Seek time,Go to a specific time code in the video.,,Speed,Change the playback speed of the video.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
violin,../NewPatch/Assets/Blocks\violin\violin.json,Violin physical model generator ,,"[""Experimental""]",[],True,s_IN_0,,,s_IN_1,,,s_IN_2,,,s_IN_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vooper,../NewPatch/Assets/Blocks\vooper\vooper.json,,,"[""Interfaces/Special""]",[],False,Button,,,InteractiveDrag,,,PULL_fader,,,emit_vel,,,emit_size,,,RecPlay Selector,,,Hit_Elevation,,,Hit_Azimuth,,,emit_BaseBlackPartDistance,,,emit_Pressure,,,emit_Hover,,,emit_CrossFade,,,emit_SmallDotPartsDistance,,,esReciver,,,Eject Bubble,,,emit_slider,,,Bubble placed,Emits a jolt with value 1 when a bubble is placed and value 0 when removed.,jolt output,,,,,,,,,,,,,,,,,,,,,,,,
vr_window,../NewPatch/Assets/Blocks\vr_window\vr_window.json,Resizable plane which reveals the game view when Passthrough or Mixed reality block is active.,,"[""Props""]",[],False,plane,,,MuX_ImgCorner_Msh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wall,../NewPatch/Assets/Blocks\wall\wall.json,A wall to bounce collision objects like marbles,,"[""Deprecated""]",[],True,Grab,,,extensionHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wall_01,../NewPatch/Assets/Blocks\wall_01\wall_01.json,,,"[""Props""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watcher,../NewPatch/Assets/Blocks\watcher\watcher.json,"Compares two stream values. Every time the condition is met, signal output will send the value of 1.",,"[""Logic/Conditional""]","[""compare""]",True,Signal input,Stream input value to compare with value from second inlet.,stream input,Compare with,Sets the value that will be compared with the incoming value from the signal input.,stream input,Output,Sends jolt value every time the condition begins to be true,jolt output,SetTypeReciever,,,Comparison operation,Sets the type of the comparison operation.,interactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wavefolder,../NewPatch/Assets/Blocks\wavefolder\wavefolder.json,A wave shaper that looks for values out of the [-1 and 1] range and mirrors the excess back into the [-1 and 1] range.,,"[""Audio/Effects""]",[],True,Signal input,Signal to be folded.,stream input,body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wing,../NewPatch/Assets/Blocks\wing\wing.json,"Gives basic aerodynamics to your physical group. The more the wing is tilted compared to the direction your vehicle is going, the more the lift and drag force.",,"[""Motion/Physics""]",[],False,Lift,Lift/Drag multiplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wireframe_floor,../NewPatch/Assets/Blocks\wireframe_floor\wireframe_floor.json,,,"[""Stages""]",[],False,EdgeForce,,,EdgeForce2,,,MidForce,,,MidForce2,,,ColorEvent H,,,ColorEvent S,,,ColorEvent V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wireless_in,../NewPatch/Assets/Blocks\wireless_in\wireless_in.json,Sends stream from one place in your patch to the corresponding 'wireless_out' blocks. Each 'wireless_in' and 'wireless_out' set of blocks within one connection need to have the same name. Each wireless connection needs to have a unique name.,,"[""Logic/Connectors""]","[""wireless_out""]",True,Connection name,Name of the connection - the same as the name of corresponding 'wireless_out' block.,text,Input,Stream to be sent.,stream input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wireless_in_jolt,../NewPatch/Assets/Blocks\wireless_in_jolt\wireless_in_jolt.json,Receives stream sent from the corresponding 'wireless_out_jolt' blocks. Each 'wireless_in_jolt' and 'wireless_out_jolt' set of blocks within one connection need to have the same name. Each wireless connection needs to have a unique name.,,"[""Logic/Connectors""]",[],True,Connection name,Name of the connection - the same as the name of the corresponding 'wireless_out_jolt' block.,text,Output,Emits received jolt.,jolt output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wireless_out,../NewPatch/Assets/Blocks\wireless_out\wireless_out.json,Receives stream sent from the corresponding 'wireless_in' blocks. Each 'wireless_in' and 'wireless_out' set of blocks within one connection need to have the same name. Each wireless connection needs to have a unique name.,,"[""Logic/Connectors""]","[""wireless_in""]",True,Connection name,Name of the connection - the same as the name of the corresponding 'wireless_in' block.,text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wireless_out_jolt,../NewPatch/Assets/Blocks\wireless_out_jolt\wireless_out_jolt.json,Sends jolt from one place in your patch to the corresponding 'wireless_in_jolt' blocks. Each 'wireless_in_jolt' and 'wireless_out_jolt' set of blocks within one connection need to have the same name. Each wireless connection needs to have a unique name.,,"[""Logic/Connectors""]",[],True,Input,Jolt to be sent.,jolt input,Connection name,Name of the connection - the same as the name of corresponding 'wireless_in_jolt' block.,text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
